x1,x2,y
0.00825074326414349,-0.2343390957030032,1.0
1.05618005865304,0.7173786825702767,1.0
0.7097145449586042,0.291952552169506,1.0
-1.1967160744354812,-0.4158316428200416,0.0
-0.06933061824123404,0.18416029670485468,0.0
-0.8617648664618359,-0.2618514069266342,0.0
1.251563424875223,1.0241002531733265,0.0
-1.104622182402481,-0.7227782594754546,0.0
0.7152880582305987,0.7729624374389786,0.0
0.5577657367274826,0.5480893697406832,0.0
-0.04333963745995411,0.11551795652525108,0.0
-0.2980119712048068,-0.5773937330985377,1.0
-0.18447349833597826,-0.6502772717421874,1.0
-0.15283990337321254,0.16017744577401877,0.0
0.2519182615616402,0.427569617206779,0.0
0.16605663834532317,-0.47519003062998777,1.0
0.4674551650828611,-0.516100517772583,1.0
0.14108690635262394,-0.3348579222590826,1.0
-0.21177188070983333,-0.25557678845830245,0.0
-0.16172852214703787,0.2147895731395243,0.0
-0.08981952113754281,0.16967798594884664,0.0
-0.5904776842320923,-0.31107874859335827,0.0
-0.5414553622215778,-0.10149615885093963,0.0
0.10643926377486979,0.20066074330725903,0.0
-0.46112667183461165,-0.6902453331221762,1.0
0.010946614475532565,-0.04929435726678427,0.0
0.38234407815094407,-0.08124571255266269,1.0
-0.6774290127552853,-0.5147740875132234,0.0
-0.1632681832417776,-1.1518163927991734,1.0
-0.3146021905789699,-0.8255856587129844,1.0
0.22858523753961,-0.07482670419383514,1.0
-1.0320606445105516,-0.5010895705834794,0.0
-0.1872125504279242,0.3049151720142007,0.0
0.487462550197062,-0.15098351625686507,1.0
0.4179049225168394,0.4183630139356592,0.0
-0.14717131467314531,-0.17621007205054928,1.0
0.4098074780615274,-0.3041221825657591,1.0
0.4015503487094919,-0.08555168398912161,1.0
0.3164297643033199,0.5274196823694648,0.0
0.9403838196430089,0.21823768122973308,1.0
0.7672419794324443,0.5931680846874572,1.0
-0.002259014708302365,-0.6568855346829625,1.0
-0.957999532870796,-0.5433927520796781,0.0
-0.33127908763177283,-1.0903564613772492,1.0
-0.6068951502732146,-1.0984225694067964,1.0
-0.11527463320376735,-0.9261712517909971,1.0
-0.22983116455666042,-0.10803547955488499,1.0
-0.27983793155190506,-0.1054154397571545,0.0
0.9477655116279465,0.7188253189704602,0.0
-0.05472058070400654,-0.8481305996917371,1.0
-0.27638793768780984,-0.2910882346546033,0.0
-0.6362414098953963,-0.5440795316761305,0.0
1.2990415230793166,1.1874963225997395,0.0
-0.13499825146657002,0.03005121126327498,0.0
0.7282732651258051,0.10478570836178075,1.0
-0.16553247910042057,-0.5125884685499004,1.0
-0.22040727769731877,-1.5682370650894513,1.0
-0.46680680071723724,-0.23739591756837916,0.0
0.542738131773107,-0.2876454588424618,1.0
0.7434012195934885,0.04022786607743922,1.0
0.9782009137766648,0.9232153027900533,0.0
-0.0816315023118408,-0.12828125667772639,0.0
-0.40443982990999505,-1.998366734333617,1.0
-0.21720556547182346,-1.2187635221272597,1.0
0.27256208921129194,0.010500613004820192,1.0
-0.2512210281986331,-1.3143685650928374,1.0
0.16358305271475215,0.48237928451529477,1.0
0.420003035175866,-0.13652464793600871,1.0
0.9063510435132968,0.3544767346174985,1.0
-0.5394593228203617,-1.310407150284728,1.0
-0.025904597216633116,-0.07585632960862354,0.0
-0.3153226558655624,-0.4995688872987041,1.0
0.6018698692133045,0.4547868250914391,0.0
-1.2356510587979905,-0.5251937410411832,0.0
0.223150938849879,-0.3414630212303985,1.0
0.9445261465010912,0.591134680102245,1.0
-0.06700760364815123,-0.8958480693337915,1.0
0.1286316024859776,0.1751757872510063,0.0
-0.20545743769612268,-0.7219178015117556,1.0
1.209279406718377,0.7744706608633668,0.0
0.14171807718452276,0.26774437306803317,0.0
0.17467019051091584,0.381025768711273,0.0
0.6029065080630673,0.16980069351411348,1.0
-0.19204657359342883,0.07132082250605122,0.0
-0.4962890522196979,-0.14832442324388195,0.0
0.44933431978006266,0.08449498699389296,1.0
-0.29651836508637586,-0.18024035450707818,0.0
-0.7751910117104566,-1.4021198164761006,1.0
-0.31279765987029107,0.34426181134314804,0.0
0.5079292432604696,-0.05047757347441978,1.0
0.27926460884044835,-0.05675843278760673,1.0
-0.21779748731259418,0.07548496841770451,0.0
